SUBSTÂNCIA;LABORATÓRIO;PRODUTO;APRESENTAÇÃO;CLASSE TERAPÊUTICA;TIPO DE PRODUTO (STATUS DO PRODUTO);PMC Sem Impostos;TARJA;;
DICLORIDRATO DE TRIMETAZIDINA;LABORATORIOS SERVIER DO BRASIL LTDA;VASTAREL;35 MG COM REV CT BL AL PLAS PVC TRANS X 60;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Novo;167,01;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;LABORATORIOS SERVIER DO BRASIL LTDA;VASTAREL CAPS LP;80 MG CAP DURA LIB PROL CT BL AL AL X 30;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Novo;179,04;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;LABORATORIOS SERVIER DO BRASIL LTDA;VASTAREL CAPS LP;80 MG CAP DURA LIB PROL CT BL AL AL X 18;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Novo;107,42;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;LABORATORIOS SERVIER DO BRASIL LTDA;TIRISQUIN/TIRISQUIN MR;35 MG COM REV CT BL AL PLAS PVC TRANS X 15;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Novo;40,45;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;LABORATORIOS SERVIER DO BRASIL LTDA;TIRISQUIN/TIRISQUIN MR;35 MG COM REV CT BL AL PLAS PVC TRANS X 30;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Novo;80,87;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;LABORATORIOS SERVIER DO BRASIL LTDA;TIRISQUIN/TIRISQUIN MR;35 MG COM REV CT BL AL PLAS PVC TRANS X 60;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Novo;161,79;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;ALTHAIA S.A INDÚSTRIA FARMACÊUTICA;DICLORIDRATO DE TRIMETAZIDINA;35 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC TRANS X 8;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Genérico;14,47;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;ALTHAIA S.A INDÚSTRIA FARMACÊUTICA;DICLORIDRATO DE TRIMETAZIDINA;35 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC TRANS X 10;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Genérico;18,10;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;ALTHAIA S.A INDÚSTRIA FARMACÊUTICA;DICLORIDRATO DE TRIMETAZIDINA;35 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC TRANS X 15;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Genérico;27,14;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;ALTHAIA S.A INDÚSTRIA FARMACÊUTICA;DICLORIDRATO DE TRIMETAZIDINA;35 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC TRANS X 20;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Genérico;36,19;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;ALTHAIA S.A INDÚSTRIA FARMACÊUTICA;DICLORIDRATO DE TRIMETAZIDINA;35 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC TRANS X 30;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Genérico;54,27;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;ALTHAIA S.A INDÚSTRIA FARMACÊUTICA;DICLORIDRATO DE TRIMETAZIDINA;35 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC TRANS X 50;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Genérico;90,47;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;ALTHAIA S.A INDÚSTRIA FARMACÊUTICA;DICLORIDRATO DE TRIMETAZIDINA;35 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC TRANS X 60;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Genérico;108,56;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;ALTHAIA S.A INDÚSTRIA FARMACÊUTICA;DICLORIDRATO DE TRIMETAZIDINA;35 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC TRANS X 100;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Genérico;180,93;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;PHARLAB INDÚSTRIA FARMACÊUTICA S.A.;VAZIDIN;35 MG COM REV CT BL AL PLAS PVC TRANS X 30;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Similar;83,50;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;PHARLAB INDÚSTRIA FARMACÊUTICA S.A.;VAZIDIN;35 MG COM REV CT BL AL PLAS PVC TRANS X 60;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Similar;167,03;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;DICLORIDRATO DE TRIMETAZIDINA;35 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC TRANS X 30;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Genérico;54,29;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;DICLORIDRATO DE TRIMETAZIDINA;35 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC TRANS X 60;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Genérico;108,56;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA;ESKEMICO;35 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC TRANS X 8;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Similar;22,30;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA;ESKEMICO;35 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC TRANS X 10;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Similar;27,87;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA;ESKEMICO;35 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC TRANS X 15;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Similar;41,78;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA;ESKEMICO;35 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC TRANS X 20;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Similar;55,66;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA;ESKEMICO;35 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC TRANS X 30;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Similar;83,53;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA;ESKEMICO;35 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC TRANS X 50;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Similar;139,18;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA;ESKEMICO;35 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC TRANS X 60;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Similar;167,03;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;ZISQUE;35 MG COM REV LIB PROL CT BL AL PLAS  PVC/PVDC TRANS X 10;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Similar;27,40;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;ZISQUE;35 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC TRANS X 60;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Similar;164,43;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;SANOFI MEDLEY FARMACÊUTICA LTDA.;DICLORIDRATO DE TRIMETAZIDINA;35 MG COM REV LIB PROL CT BL AL PLAS PVDC/PVC TRANS X 30;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Genérico;54,29;Tarja Vermelha;;
DICLORIDRATO DE TRIMETAZIDINA;SANOFI MEDLEY FARMACÊUTICA LTDA.;DICLORIDRATO DE TRIMETAZIDINA;35 MG COM REV LIB PROL CT BL AL PLAS PVDC/PVC TRANS X 60;C1D - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS;Genérico;108,56;Tarja Vermelha;;
DICLORIDRATO DE ZUCLOPENTIXOL;LUNDBECK BRASIL LTDA;CLOPIXOL;10 MG COM REV CT  BL AL PLAS TRANS X 20;N5A9 - ANTIPSICÓTICOS CONVENCIONAIS;Novo;49,66;Tarja Vermelha sob restrição;;
DICLORIDRATO DE ZUCLOPENTIXOL;LUNDBECK BRASIL LTDA;CLOPIXOL;25 MG COM REV CT BL AL PLAS TRANS X 20;N5A9 - ANTIPSICÓTICOS CONVENCIONAIS;Novo;108,59;Tarja Vermelha sob restrição;;
DIDROGESTERONA;ABBOTT LABORATORIOS DO BRASIL LTDA;DUPHASTON;10 MG COM REV CT BL AL PLAS TRANS X 14;G3D - PROGESTÓGENOS EXCLUINDO G3A, G3F;Novo;31,51;- (*) ;;
DIDROGESTERONA;ABBOTT LABORATORIOS DO BRASIL LTDA;DUPHASTON;10 MG COM REV CT BL AL PLAS TRANS X 28;G3D - PROGESTÓGENOS EXCLUINDO G3A, G3F;Novo;63,22;- (*) ;;
DIENOGESTE;EUROFARMA LABORATORIOS S.A.;DIENOGESTE;2 MG COM REV CT BL AL PLAS TRANS X 30;G3D - PROGESTÓGENOS EXCLUINDO G3A, G3F;Genérico;62,10;Tarja Vermelha;;
DIENOGESTE;EUROFARMA LABORATORIOS S.A.;PIETRA ED;2 MG COM REV CT BL AL PLAS TRANS X 30;G3D - PROGESTÓGENOS EXCLUINDO G3A, G3F;Similar;219,98;Tarja Vermelha;;
DIENOGESTE;EUROFARMA LABORATORIOS S.A.;PIETRA ED;2 MG COM REV CT BL AL PLAS TRANS X 90;G3D - PROGESTÓGENOS EXCLUINDO G3A, G3F;Similar;171,93;Tarja Vermelha;;
DIENOGESTE;EUROFARMA LABORATORIOS S.A.;ALURAX;2 MG COM REV CT BL AL PLAS TRANS X 30;G3D - PROGESTÓGENOS EXCLUINDO G3A, G3F;Similar;57,31;Tarja Vermelha;;
DIENOGESTE;EUROFARMA LABORATORIOS S.A.;ALURAX;2 MG COM REV CT BL AL PLAS TRANS X 90;G3D - PROGESTÓGENOS EXCLUINDO G3A, G3F;Similar;171,93;Tarja Vermelha;;
DIENOGESTE;EMS S/A;DIENOGESTE;2 MG COM CT BL AL PLAS PVC/PVDC OPC X 28;G3D - PROGESTÓGENOS EXCLUINDO G3A, G3F;Genérico;119,05;Tarja Vermelha;;
DIENOGESTE;EMS S/A;DIENOGESTE;2 MG COM CT BL AL PLAS PVC/PVDC OPC X 56;G3D - PROGESTÓGENOS EXCLUINDO G3A, G3F;Genérico;238,11;Tarja Vermelha;;
DIENOGESTE;EMS S/A;DIENOGESTE;2 MG COM CT BL AL PLAS PVC/PVDC OPC X 84;G3D - PROGESTÓGENOS EXCLUINDO G3A, G3F;Genérico;357,15;Tarja Vermelha;;
DIENOGESTE;EMS S/A;DIENOGESTE;2 MG COM CT BL AL PLAS PVC/PVDC OPC X 168;G3D - PROGESTÓGENOS EXCLUINDO G3A, G3F;Genérico;714,31;Tarja Vermelha;;
DIENOGESTE;EMS S/A;DIENOGESTE;2 MG COM CT BL AL PLAS PVC/PVDC OPC X 30;G3D - PROGESTÓGENOS EXCLUINDO G3A, G3F;Genérico;127,57;Tarja Vermelha;;
DIENOGESTE;EMS S/A;LUDILI ED;2 MG COM CT BL AL PLAS PVC/PVDC OPC X 28;G3D - PROGESTÓGENOS EXCLUINDO G3A, G3F;Similar;164,91;Tarja Vermelha;;
DIENOGESTE;EMS S/A;LUDILI ED;2 MG COM CT BL AL PLAS PVC/PVDC OPC X 56;G3D - PROGESTÓGENOS EXCLUINDO G3A, G3F;Similar;329,81;Tarja Vermelha;;
DIENOGESTE;EMS S/A;LUDILI ED;2 MG COM CT BL AL PLAS PVC/PVDC OPC X 84;G3D - PROGESTÓGENOS EXCLUINDO G3A, G3F;Similar;494,70;Tarja Vermelha;;
DIENOGESTE;EMS S/A;LUDILI ED;2 MG COM CT BL AL PLAS PVC/PVDC OPC X 30;G3D - PROGESTÓGENOS EXCLUINDO G3A, G3F;Similar;176,69;Tarja Vermelha;;
DIENOGESTE;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;KALIST;2 MG COM CT ENV BL AL PLAS BRANCO X 28;G3D - PROGESTÓGENOS EXCLUINDO G3A, G3F;Similar;256,60;- (*) ;;
DIENOGESTE;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;KALIST;2 MG COM CT ENV BL AL PLAS BRANCO X 84;G3D - PROGESTÓGENOS EXCLUINDO G3A, G3F;Similar;769,85;- (*) ;;
DIENOGESTE;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;DIENOGESTE;2 MG COM CT ENV BL AL PLAS BRANCO X 28;G3D - PROGESTÓGENOS EXCLUINDO G3A, G3F;Genérico;178,74;Tarja Vermelha;;
DIENOGESTE;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;DIENOGESTE;2 MG COM CT BL AL PLAS PVC/ACLAR OPC X 28;G3D - PROGESTÓGENOS EXCLUINDO G3A, G3F;Genérico;117,24;Tarja Vermelha;;
DIENOGESTE;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;DIENOGESTE;2 MG COM CT BL AL PLAS PVC/ACLAR OPC X 84;G3D - PROGESTÓGENOS EXCLUINDO G3A, G3F;Genérico;274,37;Tarja Vermelha;;
DIENOGESTE;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;MELUREN;2 MG COM CT  BL AL PLAS BRANCO X 28;G3D - PROGESTÓGENOS EXCLUINDO G3A, G3F;Similar;91,02;Tarja Vermelha;;
DIENOGESTE;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;MELUREN;2 MG COM CT BL AL PLAS BRANCO X 84;G3D - PROGESTÓGENOS EXCLUINDO G3A, G3F;Similar;204,53;Tarja Vermelha;;
DIENOGESTE;GERMED FARMACEUTICA LTDA;DIENOGESTE;2 MG COM CT BL AL PLAS PVC/PVDC OPC X 28;G3D - PROGESTÓGENOS EXCLUINDO G3A, G3F;Genérico;119,05;Tarja Vermelha;;
DIENOGESTE;GERMED FARMACEUTICA LTDA;DIENOGESTE;2 MG COM CT BL AL PLAS PVC/PVDC OPC X 56;G3D - PROGESTÓGENOS EXCLUINDO G3A, G3F;Genérico;238,11;Tarja Vermelha;;
DIENOGESTE;GERMED FARMACEUTICA LTDA;DIENOGESTE;2 MG COM CT BL AL PLAS PVC/PVDC OPC X 84;G3D - PROGESTÓGENOS EXCLUINDO G3A, G3F;Genérico;357,15;Tarja Vermelha;;
DIENOGESTE;GERMED FARMACEUTICA LTDA;DIENOGESTE;2 MG COM CT BL AL PLAS PVC/PVDC OPC X 30;G3D - PROGESTÓGENOS EXCLUINDO G3A, G3F;Genérico;127,57;Tarja Vermelha;;
DIENOGESTE;BIOLAB SANUS FARMACEUTICA LTDA;INTIME;2 MG COM REV CT BL AL PLAS TRANS X 30;G3D - PROGESTÓGENOS EXCLUINDO G3A, G3F;Similar;180,30;Tarja Vermelha sob restrição;;
DIENOGESTE;MYRALIS INDUSTRIA FARMACEUTICA LTDA;DIOST;2 MG COM REV CT BL AL PLAS TRANS X 30;G3D - PROGESTÓGENOS EXCLUINDO G3A, G3F;Similar;94,80;- (*) ;;
DIENOGESTE;NOVA QUIMICA FARMACÊUTICA S/A;DIENOGESTE;2 MG COM CT BL AL PLAS PVC/PVDC OPC X 28;G3D - PROGESTÓGENOS EXCLUINDO G3A, G3F;Genérico;119,05;Tarja Vermelha;;
DIENOGESTE;NOVA QUIMICA FARMACÊUTICA S/A;DIENOGESTE;2 MG COM CT BL AL PLAS PVC/PVDC OPC X 56;G3D - PROGESTÓGENOS EXCLUINDO G3A, G3F;Genérico;238,11;Tarja Vermelha;;
DIENOGESTE;NOVA QUIMICA FARMACÊUTICA S/A;DIENOGESTE;2 MG COM CT BL AL PLAS PVC/PVDC OPC X 84;G3D - PROGESTÓGENOS EXCLUINDO G3A, G3F;Genérico;357,15;Tarja Vermelha;;
DIENOGESTE;NOVA QUIMICA FARMACÊUTICA S/A;DIENOGESTE;2 MG COM CT BL AL PLAS PVC/PVDC OPC X 30;G3D - PROGESTÓGENOS EXCLUINDO G3A, G3F;Genérico;127,57;Tarja Vermelha;;
DIENOGESTE;NOVA QUIMICA FARMACÊUTICA S/A;DINORÁ;2 MG COM CT BL AL PLAS PVC/PVDC OPC X 28;G3D - PROGESTÓGENOS EXCLUINDO G3A, G3F;Similar;164,91;Tarja Vermelha;;
DIENOGESTE;NOVA QUIMICA FARMACÊUTICA S/A;DINORÁ;2 MG COM CT BL AL PLAS PVC/PVDC OPC X 56;G3D - PROGESTÓGENOS EXCLUINDO G3A, G3F;Similar;329,81;Tarja Vermelha;;
DIENOGESTE;NOVA QUIMICA FARMACÊUTICA S/A;DINORÁ;2 MG COM CT BL AL PLAS PVC/PVDC OPC X 84;G3D - PROGESTÓGENOS EXCLUINDO G3A, G3F;Similar;494,70;Tarja Vermelha;;
DIENOGESTE;NOVA QUIMICA FARMACÊUTICA S/A;DINORÁ;2 MG COM CT BL AL PLAS PVC/PVDC OPC X 30;G3D - PROGESTÓGENOS EXCLUINDO G3A, G3F;Similar;176,69;Tarja Vermelha;;
DIENOGESTE;ALTHAIA S.A INDÚSTRIA FARMACÊUTICA;DIENOGESTE;2 MG COM CT BL AL PLAS PVC/PVDC OPC X 30;G3D - PROGESTÓGENOS EXCLUINDO G3A, G3F;Genérico;127,54;Tarja Vermelha;;
DIENOGESTE;ALTHAIA S.A INDÚSTRIA FARMACÊUTICA;DIENOGESTE;2 MG COM CT BL AL PLAS PVC/PVDC OPC X 60;G3D - PROGESTÓGENOS EXCLUINDO G3A, G3F;Genérico;255,10;Tarja Vermelha;;
DIENOGESTE;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;DIENOGESTE;2 MG COM REV CT BL AL PLAS TRANS X 30;G3D - PROGESTÓGENOS EXCLUINDO G3A, G3F;Genérico;122,25;Tarja Vermelha;;
DIENOGESTE;LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA;DIENOGESTE;2 MG COM CT BL AL PLAS PVC/PVDC OPC X 28;G3D - PROGESTÓGENOS EXCLUINDO G3A, G3F;Genérico;119,05;Tarja Vermelha;;
DIENOGESTE;LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA;DIENOGESTE;2 MG COM CT BL AL PLAS PVC/PVDC OPC X 56;G3D - PROGESTÓGENOS EXCLUINDO G3A, G3F;Genérico;238,11;Tarja Vermelha;;
DIENOGESTE;LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA;DIENOGESTE;2 MG COM CT BL AL PLAS PVC/PVDC OPC X 84;G3D - PROGESTÓGENOS EXCLUINDO G3A, G3F;Genérico;357,15;Tarja Vermelha;;
DIENOGESTE;LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA;DIENOGESTE;2 MG COM CT BL AL PLAS PVC/PVDC OPC X 30;G3D - PROGESTÓGENOS EXCLUINDO G3A, G3F;Genérico;127,57;Tarja Vermelha;;
DIENOGESTE;LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA;ALANDRE;2 MG COM CT BL AL PLAS PVC/PVDC OPC X 28;G3D - PROGESTÓGENOS EXCLUINDO G3A, G3F;Similar;159,03;Tarja Vermelha;;
DIENOGESTE;LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA;ALANDRE;2 MG COM CT BL AL PLAS PVC/PVDC OPC X 56;G3D - PROGESTÓGENOS EXCLUINDO G3A, G3F;Similar;318,04;Tarja Vermelha;;
DIENOGESTE;LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA;ALANDRE;2 MG COM CT BL AL PLAS PVC/PVDC OPC X 84;G3D - PROGESTÓGENOS EXCLUINDO G3A, G3F;Similar;477,09;Tarja Vermelha;;
DIENOGESTE;LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA;ALANDRE;2 MG COM CT BL AL PLAS PVC/PVDC OPC X 30;G3D - PROGESTÓGENOS EXCLUINDO G3A, G3F;Similar;170,40;Tarja Vermelha;;
DIENOGESTE;BAYER S.A.;ALLURENE;2 MG COM CT ENVOL BL AL PLAS PVC TRANS X 28;G3D - PROGESTÓGENOS EXCLUINDO G3A, G3F;Novo;183,15;Tarja Vermelha;;
"DIENOGESTE;VALERATO DE ESTRADIOL";BAYER S.A.;QLAIRA;3 MG + (2 + 2) MG + (2 + 3) MG + 1 MG COM REV EST BL AL PLAS PVC TRANS X 26 + 2 PLACEBOS;G3A4 - PREPARAÇÕES CONTRACEPTIVAS TRIFÁSICAS;Novo;56,05;Tarja Vermelha;;
DIETILESTILBESTROL;APSEN FARMACEUTICA S/A;DESTILBENOL;1 MG COM REV CT  BL AL PLAS TRANS X 50;L2A1 - HORMÔNIOS ESTROGÊNEOS CITOSTÁTICOS;Novo;51,34;- (*) ;;
DIFOSFATO DE CLOROQUINA;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;QUINACRIS;150 MG COM REV CX BL AL PLAS TRANS X 200 ;P1D1 - ANTIMALÁRICOS, 1 INGREDIENTE;Similar;227,69;Tarja Vermelha;;
DIFOSFATO DE CLOROQUINA;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;QUINACRIS;150 MG COM REV CT BL AL PLAS TRANS X 10;P1D1 - ANTIMALÁRICOS, 1 INGREDIENTE;Similar;11,39;Tarja Vermelha;;
DIFOSFATO DE CLOROQUINA;FUNDACAO OSWALDO CRUZ;CLOROQUINA DIFOSFATO;150 MG COM CT 50 ENV KRAFT POLIET X 10;P1D1 - ANTIMALÁRICOS, 1 INGREDIENTE;Similar;76,22;- (*) ;;
DIFOSFATO DE CLOROQUINA;FUNDACAO OSWALDO CRUZ;CLOROQUINA DIFOSFATO;150 MG COM REV CT BL AL PLAS AMB X 500;P1D1 - ANTIMALÁRICOS, 1 INGREDIENTE;Similar;394,42;- (*) ;;
DIFOSFATO DE CLOROQUINA;COMANDO DO EXÉRCITO;LQFEX - CLOROQUINA;150 MG COM CX ENV KRAFT X 500;P1D1 - ANTIMALÁRICOS, 1 INGREDIENTE;Similar;74,43;- (*) ;;
DIFOSFATO DE CLOROQUINA;COMANDO DO EXÉRCITO;LQFEX - CLOROQUINA;150 MG COM CX BL AL PLAS X 500;P1D1 - ANTIMALÁRICOS, 1 INGREDIENTE;Similar;74,43;- (*) ;;
DIFOSFATO DE PRIMAQUINA;FUNDACAO OSWALDO CRUZ;FARMANGUINHOS PRIMAQUINA;15 MG COM CT BL AL PLAS PVC/PCTFE OPC X 500;P1D1 - ANTIMALÁRICOS, 1 INGREDIENTE;Novo;1393,43;Tarja Vermelha;;
DIFOSFATO DE PRIMAQUINA;FUNDACAO OSWALDO CRUZ;FARMANGUINHOS PRIMAQUINA;5 MG COM CT BL AL PLAS PVC/PCTFE OPC X 500;P1D1 - ANTIMALÁRICOS, 1 INGREDIENTE;Novo;414,71;Tarja Vermelha;;
DIGOXINA;LABORATORIO TEUTO BRASILEIRO S/A;DIGOXINA;0,25 MG COM CT BL AL PLAS INC X 20;C1A1 - CARDIOGLICOSÍDEOS PUROS;Genérico;8,75;- (*) ;;
DIGOXINA;LABORATORIO TEUTO BRASILEIRO S/A;DIGOXINA;0,25 MG COM CT BL AL PLAS INC X 30;C1A1 - CARDIOGLICOSÍDEOS PUROS;Genérico;16,77;- (*) ;;
DIGOXINA;FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;FURP-DIGOXINA;0,25 MG COM CX BL AL PLAS TRANS X 500;C1A1 - CARDIOGLICOSÍDEOS PUROS;Similar;;- (*) ;;
DIGOXINA;PRATI DONADUZZI & CIA LTDA;DIGOXINA;0.05 MG/ML ELX CT 50 FR VD AMB X 60 ML C/ CGT;C1A1 - CARDIOGLICOSÍDEOS PUROS;Genérico;;- (*) ;;
DIGOXINA;PHARLAB INDÚSTRIA FARMACÊUTICA S.A.;DIGOXINA;0,25 MG COM CT BL AL PLAS AMB X 20;C1A1 - CARDIOGLICOSÍDEOS PUROS;Genérico;11,09;Tarja Vermelha;;
DIGOXINA;PHARLAB INDÚSTRIA FARMACÊUTICA S.A.;DIGOXINA;0,25 MG COM CX BL AL PLAS AMB X 500;C1A1 - CARDIOGLICOSÍDEOS PUROS;Genérico;;Tarja Vermelha;;
DIGOXINA;PHARLAB INDÚSTRIA FARMACÊUTICA S.A.;DIGOXINA;0,25 MG COM CT BL AL PLAS AMB X 30;C1A1 - CARDIOGLICOSÍDEOS PUROS;Genérico;16,08;Tarja Vermelha;;
DIMALEATO DE AFATINIBE;BOEHRINGER INGELHEIM DO BRASIL QUIMICA E FARMACEUTICA LTDA.;GIOTRIF;30 MG COM REV CT ENVOL BL AL PLAS PVC/PVDC TRANS X 28;L1H2 - INIBIDORES PREOTEÍNA KINASE ANTINEOPLÁSICOS, EGFR;Novo;4810,24;Tarja Vermelha;;
DIMALEATO DE AFATINIBE;BOEHRINGER INGELHEIM DO BRASIL QUIMICA E FARMACEUTICA LTDA.;GIOTRIF;40 MG COM REV CT ENVOL BL AL PLAS PVC/PVDC TRANS X 28;L1H2 - INIBIDORES PREOTEÍNA KINASE ANTINEOPLÁSICOS, EGFR;Novo;6413,68;Tarja Vermelha;;
